filename;section;text;light;techie
003.rtf;common;Нормативные правовые акты, положения инструкции, другие руководящие материалы и документы, регулирующие операции с недвижимостью;False;0.5
003.rtf;common;Агентства, работающие на рынке недвижимости, и виды оказываемых ими услуг;False;0.5
003.rtf;common;Основы рыночной экономики;False;0.5
003.rtf;common;Правила установления деловых контактов;False;0.5
003.rtf;common;Условия налогообложения юридических и физических лиц;False;0.5
003.rtf;common;Организацию осуществления операций с недвижимостью;False;0.5
003.rtf;common;Правила и порядок заключения договоров и оформления необходимых документов, связанных с куплейпродажей и арендой недвижимости;False;0.5
003.rtf;common;Методы анализа и порядок сбора, обработки и передачи информации о рынке недвижимости;False;0.5
003.rtf;common;Конъюнктуру рынка недвижимости;False;0.5
003.rtf;common;Основные требования стандартов, технических, качественных и других характеристик, предъявляемых к объектам недвижимости.;False;0.5
003.rtf;common;Порядок проведения осмотров и методы оценки объектов куплипродажи и аренды.;False;0.5
003.rtf;common;Действующие ценники и прейскуранты.;False;0.5
003.rtf;common;Организацию рекламной работы.;False;0.5
003.rtf;common;Приемы и методы делового общения, ведения переговоров.;False;0.5
003.rtf;common;Основы земельного и жилищного законодательства.;False;0.5
003.rtf;common;Основы экономики, психологии и трудового законодательства.;False;0.5
003.rtf;common;Правила и нормы охраны труда.;False;0.5
003.rtf;common;Агент по продаже недвижимости подчиняется непосредственно;False;0.5
003.rtf;tasks;Агент по продаже недвижимости:;True;0.5
003.rtf;tasks;Осуществляет работу по покупке, продаже или аренде недвижимости от имени и по поручению клиентов;True;0.5
003.rtf;tasks;Получает информацию о продаваемом или сдаваемом в аренду имуществе и о требованиях потенциальных покупателей или арендаторов;True;0.5
003.rtf;tasks;Изучает спрос и предложения на рынке недвижимости;True;0.5
003.rtf;tasks;Регистрирует поступающие предложения по продаже или передаче в аренду объектов недвижимости, проводит их ознакомительный осмотр;True;0.5
003.rtf;tasks;В отдельных случаях заключает эксклюзивные договоры между собственниками и агентством;True;0.5
003.rtf;tasks;Осуществляет поиск потенциальных покупателей и арендаторов, устанавливает с ними деловые контакты;True;0.5
003.rtf;tasks;Организует ознакомление покупателей или арендаторов с продаваемым или сдаваемым объектом недвижимости;True;0.5
003.rtf;tasks;Оформляет заявки покупателей, подбирает или предлагает варианты продаж или сдачи внаем;True;0.5
003.rtf;tasks;Согласовывает договорные условия, оформляет операции с недвижимостью;True;0.5
003.rtf;tasks;Оказывает помощь клиентам в сборе необходимых документов и оформлении сделок.;True;0.5
003.rtf;tasks;Информирует клиентов о поступивших подходящих предложениях, консультирует по вопросам, касающимся характеристики рассматриваемых объектов недвижимости и степени соответствия их определенным требованиям.;True;0.5
003.rtf;tasks;Организует подписание договоров куплипродажи или передаче в аренду объектов недвижимости.;True;0.5
003.rtf;tasks;Содействует своевременному оформлению необходимых клиентам для заключения сделки документов, обеспечивает их сохранность.;True;0.5
003.rtf;tasks;Представляет интересы клиентов для заключения сделки документов, обеспечивает их сохранность.;True;0.5
003.rtf;tasks;Представляет интересы клиентов при осуществлении взаимодействия с другими специалистами агентства и иных учреждений, участвующими в оформлении сделок.;True;0.5
003.rtf;tasks;Составляет установленную отчетность о выполненной работе.;True;0.5
003.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающихся его деятельности;False;0.5
003.rtf;rights;Запрашивать лично или по поручению непосредственного руководителя от руководителей подразделений предприятия и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей;False;0.5
003.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями;False;0.5
003.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению;False;0.5
003.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении им его должностных обязанностей и прав;False;0.5
003.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией  в пределах, определенных действующим трудовым законодательством Российской Федерации;False;0.5
003.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности  в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;False;0.5
003.rtf;respons;За причинение материального ущерба  в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;False;0.5
004.rtf;common;Агент по розыску грузов относится к категории технических исполнителей;False;0.5
004.rtf;common;На должность агента по розыску грузов назначается лицо, имеющее среднее;False;0.5
004.rtf;common;(полное) общее образование;False;0.5
004.rtf;common;(специальную подготовку по установленной;False;0.5
004.rtf;common;"программе;стаж работы в должности по приему и сдаче грузов: не менее года; не";False;0.5
004.rtf;common;менее лет);False;0.5
004.rtf;common;или среднее профессиональное (техническое) образование и специальную подготовку по установленной программе;False;0.5
004.rtf;common;Назначение на должность и освобождение от нее производится приказом;False;0.5
004.rtf;common;директора предприятия по представлению;False;0.5
004.rtf;common;Агент по розыску грузов должен знать:;True;0.5
004.rtf;common;Правила перевозок грузов и багажа;False;0.5
004.rtf;common;Методику розыска грузов;False;0.5
004.rtf;common;Формы грузовых перевозочных документов;False;0.5
004.rtf;common;Инструкцию по ведению коммерческой отчетности;False;0.5
004.rtf;common;Схему соответствующей транспортной сети;False;0.5
004.rtf;common;Основные маршруты следования транспорта и пункты перевозки грузов и багажа;False;0.5
004.rtf;common;Основы трудового законодательства;False;0.5
004.rtf;common;Правила внутреннего трудового распорядка;False;0.5
004.rtf;common;Положения, инструкции и другие руководящие документы по кругу обязанностей;False;0.5
004.rtf;common;Агент по розыску грузов подчиняется непосредственно;False;0.5
004.rtf;tasks;Агент по розыску грузов:;True;0.5
004.rtf;tasks;Производит розыск багажа и грузов по поступившим претензиям;True;0.5
004.rtf;tasks;Оформляет коммерческие акты при разъединении багажа и грузов от документов и несохранности багажа и грузов;True;0.5
004.rtf;tasks;Принимает участие в проверке и готовит донесения о несохранности грузов;True;0.5
004.rtf;tasks;Принимает и обрабатывает входящие и исходящие коммерческие акты, телеграммы, акты комиссионных проверок и экспертизы;True;0.5
004.rtf;tasks;Расследует случаи несохранных перевозок по оперативным донесениям, коммерческим актам, претензиям и искам грузополучателей и грузоотправителей и подготавливает по ним заключения;True;0.5
004.rtf;tasks;Принимает участие в рассмотрении претензий в арбитражных судах;True;0.5
004.rtf;tasks;Оформляет документы на невостребованные получателями багаж и грузы для их реализации;True;0.5
004.rtf;tasks;Ведет книги учета розыска багажа и грузов и регистрации коммерческих актов;True;0.5
004.rtf;tasks;Обеспечивает сохранность, учет и систематизацию бланков строгой отчетности и других документов на несохранные грузы и багаж;True;0.5
004.rtf;tasks;Подготавливает перевозочные документы для централизованного вывоза и переадресовки грузов.;True;0.5
004.rtf;tasks;Ведет картотеку на несохранные грузы и багаж.;True;0.5
004.rtf;rights;Агент по розыску грузов имеет право:;True;0.5
004.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями;False;0.5
004.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению;False;0.5
004.rtf;rights;Запрашивать лично или по поручению своего непосредственного руководителя от руководителей подразделений предприятия и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей;False;0.5
004.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении им его должностных обязанностей и прав Агент по розыску грузов имеет право:;False;0.5
004.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении им его должностных обязанностей и прав;False;0.5
004.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией  в пределах, определенных действующим трудовым законодательством Российской Федерации;False;0.5
004.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности  в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;False;0.5
004.rtf;respons;За причинение материального ущерба  в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;False;0.5
005.rtf;common;Агент по снабжению относится к категории технических исполнителей;False;0.5
005.rtf;common;На должность агента по снабжению назначается лицо, имеющее среднее (полное) общее образование и специальная подготовка по установленной программе без предъявления требований к стажу работы;False;0.5
005.rtf;common;Назначение на должность агента по снабжению и освобождение от нее;False;0.5
005.rtf;common;производится приказом директора предприятия по представлению;False;0.5
005.rtf;common;(начальника;False;0.5
005.rtf;common;материальнотехнического снабжения,  заместителя начальника отдела;False;0.5
005.rtf;common;"ла материальнотехнического снабжения; иного должностного лица)";False;0.5
005.rtf;common;Агент по снабжению должен знать:;True;0.5
005.rtf;common;Нормативные правовые акты, положения, инструкции, другие руководящие материалы и документы, касающиеся вопросов использования материальных ресурсов;False;0.5
005.rtf;common;Основы организации материальнотехнического обеспечения и погрузочно-разгрузочных работ;False;0.5
005.rtf;common;Правила и порядок приема и отправки грузов, заказа контейнеров и транспортных средств, оформления документов на получаемые и отправляемые грузы;False;0.5
005.rtf;common;Номенклатуру и нормы расхода сырья, материалов и других товарноматериальных ценностей, условия их хранения и транспортировки;False;0.5
005.rtf;common;Основы организации труда;False;0.5
005.rtf;common;Основы законодательства о труде;False;0.5
005.rtf;common;Правила внутреннего трудового распорядка;False;0.5
005.rtf;common;Правила и нормы охраны труда;False;0.5
005.rtf;common;Агент по снабжению подчиняется непосредственно;False;0.5
005.rtf;common;(начальнику отдела;False;0.5
005.rtf;common;материальнотехнического снабжения заместителю начальника отдела;False;0.5
005.rtf;common;"материальнотехнического снабжения; иному должностному лицу)";False;0.5
005.rtf;tasks;Агент по снабжению:;True;0.5
005.rtf;tasks;Получает по договорам, нарядам и другим документам товарноматериальные ценности (сырье, материалы, оборудование, комплектующие изделия, инвентарь, канцелярские принадлежности и тп.).;True;0.5
005.rtf;tasks;Оформляет документацию на получаемые и отправляемые грузы, заказывает контейнеры, другую тару, а также транспортные средства для их доставки;True;0.5
005.rtf;tasks;Производит внеплановые закупки материалов;True;0.5
005.rtf;tasks;Отправляет товарноматериальные ценности в адрес предприятия или сопровождает грузы в пути следования, обеспечивает сохранность и содействует своевременной их доставки;True;0.5
005.rtf;tasks;Проверяет состояние груза, принимает меры по замене материальных ценностей в случае обнаружения наружного брака;True;0.5
005.rtf;tasks;Определяет режим перевозки скоропортящихся и опасных грузов, следит за соответствием тары перевозимым грузам, размещением грузов при транспортировке, контролирует соблюдение требований техники безопасности при проведении погрузочноразгрузочных работ;True;0.5
005.rtf;tasks;Принимает меры по повышению эффективности использования материальных ресурсов путем снижения затрат, связанных с их приобретением,;True;0.5
005.rtf;rights;Агент по снабжению имеет право:;True;0.5
005.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающихся его деятельности;False;0.5
005.rtf;rights;Запрашивать лично или по поручению непосредственного руководителя от руководителей подразделений предприятия и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей;False;0.5
005.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями;False;0.5
005.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению;False;0.5
005.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении им его должностных обязанностей и прав;False;0.5
005.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией  в пределах, определенных действующим трудовым законодательством Российской Федерации;False;0.5
005.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности  в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;False;0.5
005.rtf;respons;За причинение материального ущерба  в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;False;0.5
006.rtf;common;Рекламный агент относится к категории технических исполнителей;False;0.5
006.rtf;common;На должность рекламного агента назначается лицо, имеющее среднее (полное) общее образование и специальную подготовку по установленной программе без предъявления требований к стажу работы;False;0.5
006.rtf;common;Назначение на должность рекламного агента и освобождение от нее;False;0.5
006.rtf;common;производится приказом директора предприятия по представлению;False;0.5
006.rtf;common;(менеджера по;False;0.5
006.rtf;common;"рекламе; руководителя соответствующего структурного подразделения; иного";False;0.5
006.rtf;common;должностного лица);False;0.5
006.rtf;common;Рекламный агент должен знать:;True;0.5
006.rtf;common;Нормативные правовые акты, положения инструкции, другие руководящие материалы, касающиеся рекламной деятельности;False;0.5
006.rtf;common;Законодательство о рекламе;False;0.5
006.rtf;common;Виды рекламы и основы организационной рекламной деятельности;False;0.5
006.rtf;common;Перспективы развития предприятия, производящего рекламируемую продукцию и оказывающего рекламируемые услуги;False;0.5
006.rtf;common;Номенклатуру и ассортимент выпускаемой продукции и оказываемых услуг, основные их характеристики;False;0.5
006.rtf;common;Требования потенциальных покупателей к производимой продукции и заказчиков к оказываемым услугам;False;0.5
006.rtf;common;Действующие ценники и прейскуранты;False;0.5
006.rtf;common;Основы организации связи со средствами массовой информации, приемы и методы делового общения и ведения переговоров;False;0.5
006.rtf;common;Методы сбора и подготовки рекламных материалов;False;0.5
006.rtf;common;Порядок подготовки рекламных кампаний.;False;0.5
006.rtf;common;Основы эстетики, этики, психологии.;False;0.5
006.rtf;common;Основы экономики, организации труда и управления.;False;0.5
006.rtf;common;Правила внутреннего трудового распорядка.;False;0.5
006.rtf;common;Правила и нормы охраны труда.;False;0.5
006.rtf;common;Рекламный агент подчиняется непосредственно;False;0.5
006.rtf;common;"(менеджеру по рекламе;";False;0.5
006.rtf;common;"руководителю соответствующего структурного подразделения; иному должностному";False;0.5
006.rtf;common;лицу);False;0.5
006.rtf;tasks;Рекламный агент:;False;0.5
006.rtf;tasks;Осуществляет в качестве посредника работу по представлению и продвижению товаров, услуг, коммерческих идей, выполнению комплекса мер, направленных на содействие их реализации или достижение других маркетинговых задач, соблюдая этические нормы рекламирования товаров, услуг;True;0.5
006.rtf;tasks;Заключает договра или соглашения между доверителем и посредником, определяющие характер и объем работ, которые необходимо выполнить за счет и от имени доверителя, а также их оплату по действующим тарифам или условиям договора (соглашения);True;0.5
006.rtf;tasks;Информирует потенциальных покупателей и потребителей о новых товарах, услугах, идеях, раскрывая (не присущие другим) их специфические особенности, о практическом использовании объекта рекламы, убеждая их, что именно этот товар, услуга, идея ему нужны;True;0.5
